"455078960,2025-01-13T07:55:29Z,1403/10/24 11:25,آذربایجانیم,azerbaijanim,quote,امیدوار ،من که امیدوارم ، امیدوار ، تو هم امیدواری ، امیدوار"
"455077437,2025-01-13T07:30:34Z,1403/10/24 11:00,omid ve Aghahi,pasha,retwit,#خکاوه بهترین موقعیت و فرصت خرید در گروه خودرویی (خکاوه-خبنیان-خاور) بدون شک. بدنبال سود ۵ - ۶ درصد نباشید.  به کمتر از ۵۰-۶۰ درصد سود راضی نیستیم."
"455078940,2025-01-13T07:55:06Z,1403/10/24 11:25,مهناز,mahnazimani,twit,#شلعاب \nشلعاب چقدر درجا میزنه \nبه نظر فقط افزایش سرمایه جذابش کرده بود از اون به بعد میلش به منفی بیشتره"
"455078933,2025-01-13T07:54:57Z,1403/10/24 11:24,محسن۳۱۱,mohsennnnnn311,quote,دقیقا مرده ولی کاش کمی مرد بود"
"455078929,2025-01-13T07:54:55Z,1403/10/24 11:24,پدرام اينانلو,barca023,quote,این یکی هم از اون طرف بام افتاده\n\nاخبار رسیده؟؟ جاسوسانتون براتون خبر میارن؟ چرا فکر میکنید با مرموز و عجیب حرف زدن ، به نظر مهم میاد نظر شما؟؟\n\nبعد ورشکسته هستند و تعطیل می شن؟؟ مگه مثلا سماور سازیه؟ تولید برق کشور تو این ناترازی برق تو کشور بر عهده نیروگاه هاست ، بعد شما تعطیلی به خاطر ورشکستگی رو میاری وسط؟؟ به خدا یکمی قبلش فکر کنید راه دوری نمیره\n\nمثل این میمونه که بگید فلان پالایشگاه ورشکسته و تعطیل شده ، بعد بنزین و گازوئیل مورد نیاز روزانه کشور چی میشه؟ \nیکمی قبل نوشتن بزرگتر فکر کنید"
"455078925,2025-01-13T07:54:51Z,1403/10/24 11:24,Man,melina21,twit,#شبندر توقف نماد معاملاتی(شبندر)\n\n10:46:01 1403/10/24\n\nبه اطلاع می‌رساند، در پایان معاملات امروز نماد معاملاتی ‌شرکت پالایش نفت بندرعباس (شبندر) جهت برگزاری مجمع عمومی عادی بطور فوق‌العاده، متوقف خواهد شد. مدیریت عملیات بازار شرکت بورس اوراق بهادار تهران"
"455078919,2025-01-13T07:54:48Z,1403/10/24 11:24,محمد صالح سهرابی,mohammadsohrabi,twit,#کزغال درخواستی: تصورم همچین حرکتی است. بعید است زیر 1600 برود. خیلی بعید"
"455078914,2025-01-13T07:54:47Z,1403/10/24 11:24,Ranti Bourse,ranti5555,quote,نوسانگیری که تو منفی ۳ خریده باشه الان هم تو ضرره 😂😂 نوسانگیر عزیز بد سهمی انتخاب کردی🤣🤣"
"455078911,2025-01-13T07:54:45Z,1403/10/24 11:24,کاوه صفرزاده,kaveh1355,twit,🎥کوچک‌زاده: راضی نیستم یک قِران از مالیات من قبل از آنکه خرج غز ه شود خرج لس آنجلسی‌های پفیو ز شود\n👆👆👆👆👆\nتقصیر ملتی هست که به ایشان رای دادند !\nپس راست می‌گویند که ما با آمر یکایی ها مشکل داریم نه دولت آنان!\nحتی مردمان آسیب دیده از آتش‌ سوزی!!!!!....؟؟؟؟\nبا این اوصاف فردا از تر امپ ایراد خواهیم گرفت که به فکر تحر یم های ظا لمانه علیه انسان ها نبست!!!!"
"455078906,2025-01-13T07:54:38Z,1403/10/24 11:24,Moji,abcdefghigklmn1,twit,#ذوب \nامروز حجم خیلی مهمه"
