"454192686,2024-12-12T07:55:33Z,1403/09/22 11:25,« 知人  »,yeashena,quote,در خواب و خیال بله ولی در واقعیت...😏هه"
"035228bc-cab5-4443-8e1b-1de4592facdc,,,,,desktop,"
"454192602,2024-12-12T07:48:53Z,1403/09/22 11:18,سورنا,soorena.so,twit,#شاخص_بورس الان ودر مقطع کنونی ،دامنه نوسان نامتقارن خیلی خوبه \nضرر هامون جبران میشه ،دوباره پول میاد توبورس \nاگر دامنه را بکنند منفی ۲تامثبت ۶"
"454192597,2024-12-12T07:48:15Z,1403/09/22 11:18,هادی,sobhanii,quote,از سه سال پیش قرار بود افشا بزنه زد ه یا نه من نبودم سه سال"
"454192593,2024-12-12T07:48:07Z,1403/09/22 11:18,R_H,mrdejsa,quote,#شاخص_بورس چقدر نظرات شما سریع تغییر جهت میده؟؟\nشما که چیز دیگه ای میفرمودید؟؟؟؟؟؟؟؟!!!!!!!!!!!!!!"
"454192526,2024-12-12T07:42:40Z,1403/09/22 11:12,ساسان,sasan98,twit,#سرود سهام افزایش سرمایه که به پرتفوی سپرده گذاری اضافه و قابل معامله شد بازگشایی انجام میشه\nان شاءالله با تجمیع سهام جدید و رقیق شدن قیمت به نقد شوندگی سهم کمک شود.\nخیلی نقدشوندگی ضعیفی داشت"
"454192514,2024-12-12T07:41:05Z,1403/09/22 11:11,یونس,badragh,twit,#دیران \nسلام دوستان \n۱.باتوجه به تعطیلی سه‌روز آخر مهلت واریزی حق تقدم به نظرتون مهلت تمدید می شود ؟\n۲. باتوجه به اینکه ما مطالبات سود سهم داریم از محل طلب امکان تسویه هست ؟معمولا شرکت ها اینو خودشون انجام می‌دهند.\nکسی خبر داره .؟\nممنون میشم"
"454192501,2024-12-12T07:40:27Z,1403/09/22 11:10,حرف حساب,sin.mim7,twit,#بکهنوج فکرشو میکردین یه روز برسه مرادی کسی که تو گروهش راجع به بکهنوج صحبت کنه رو تهدید کنه؟\n.\nمشخصه خالی کرده و دیگه سهمی نداره\nدر اصل کارش با این سهم و شرکت تموم شده"
"454192482,2024-12-12T07:38:39Z,1403/09/22 11:08,مرد تنهایی شب ,5yt5555,twit,#شاخص_بورس رفت برا شاخص ۹میلیون واحد دیگه توپ هم نمیتواند بورس را منفی کند نقدیون"
"454192470,2024-12-12T07:38:19Z,1403/09/22 11:08,رضا ۳۲۱,iranian123,quote,استاد یک لطفی کن بیا این اندک سهام ما را ۲۵۰۰ بخر و الباقی سودش حلال شما ، ماهم کاملا راضی و تا رسیدن به مقصد دعاگویتان خواهیم بود ."
"454192454,2024-12-12T07:36:24Z,1403/09/22 11:06,مرد تنهایی شب ,5yt5555,twit,#شاخص_بورس سلام دوستان عزیزم امروز پنجشنبه است یادی کنیم از پدران و مادران آسمانی رحم الله فاتحه مع صلوات بر محمد و آل محمد و عجل الله تعالی فرجه الشریف دوست دار شما عزیزان مرد تنهایی شب"
